subject_id,session_id,domain,position,word,language_type,rt_ms,x,y
92821,7fxWA2O6NjFEe7m2ElN6,foods,16,murga,Hindi/Hinglish,1913.3,0.7337602630340868,0.13421536641290158
92821,7fxWA2O6NjFEe7m2ElN6,foods,17,macchi,Hindi/Hinglish,1322.2,0.7318238598458214,0.18065499376467153
92821,7fxWA2O6NjFEe7m2ElN6,foods,18,ande,Hindi/Hinglish,1993.5,0.5451752217405599,0.10020799067967913
92821,7fxWA2O6NjFEe7m2ElN6,foods,19,suar (pork),Hindi/Hinglish,8317.0,0.7379022547370376,0.22404699695106564
92821,7fxWA2O6NjFEe7m2ElN6,foods,20,beef (buffalo),English,5831.1,0.7466746817000464,0.272421608775826
92821,7fxWA2O6NjFEe7m2ElN6,foods,21,dairy,English,2187.7,0.5451621452401494,0.14935658448342767
92821,7fxWA2O6NjFEe7m2ElN6,foods,22,doodh,Hindi/Hinglish,899.1,0.5455127902675369,0.19579621183519763
92821,7fxWA2O6NjFEe7m2ElN6,foods,23,dahi,Hindi/Hinglish,732.8,0.5449478075632751,0.23836587024098674
92821,7fxWA2O6NjFEe7m2ElN6,foods,24,ghee,Hindi/Hinglish,1508.1,0.552662617965232,0.2712606062818238
92821,7fxWA2O6NjFEe7m2ElN6,animals,1,kutta,Hindi/Hinglish,3623.8,0.4200168398172244,0.06228231272437896
92821,7fxWA2O6NjFEe7m2ElN6,animals,2,billi,Hindi/Hinglish,1122.6,0.4208859445940862,0.10678695560315848
92821,7fxWA2O6NjFEe7m2ElN6,animals,3,sher,Hindi/Hinglish,790.2,0.552202879030266,0.05841234377839813
92821,7fxWA2O6NjFEe7m2ElN6,animals,4,baag,Hindi/Hinglish,1290.5,0.5516338819495493,0.10678695560315848
92821,7fxWA2O6NjFEe7m2ElN6,animals,5,cheetah,English,1916.5,0.5535403922701451,0.14742160001043728
92821,7fxWA2O6NjFEe7m2ElN6,animals,6,geedad,Hindi/Hinglish,3327.5,0.560158720691666,0.19966618078117845
92821,7fxWA2O6NjFEe7m2ElN6,animals,7,langoor,Hindi/Hinglish,8978.6,0.560743024165668,0.24997577707892923
92821,7fxWA2O6NjFEe7m2ElN6,animals,8,bandar,Hindi/Hinglish,1150.9,0.42107446541296367,0.15709652237538935
92821,7fxWA2O6NjFEe7m2ElN6,animals,9,ghoda,Hindi/Hinglish,4978.0,0.42217843513802056,0.20353614972715928
92821,7fxWA2O6NjFEe7m2ElN6,animals,10,saanp,Hindi/Hinglish,3650.8,0.3238846674545035,0.06034732825138854
92821,7fxWA2O6NjFEe7m2ElN6,animals,11,magarmacch,Hindi/Hinglish,3818.8,0.32063238120184734,0.10678695560315848
92821,7fxWA2O6NjFEe7m2ElN6,animals,12,kacchhuaa,Hindi/Hinglish,10697.9,0.3255268617357095,0.15516153790239892
92821,7fxWA2O6NjFEe7m2ElN6,animals,13,bhaaloo,Hindi/Hinglish,12171.9,0.42654011733342656,0.2480407926059388
92821,7fxWA2O6NjFEe7m2ElN6,colours,1,kaala,Hindi/Hinglish,4367.0,0.21264203159719736,0.07389221956232145
92821,7fxWA2O6NjFEe7m2ElN6,colours,2,safed,Hindi/Hinglish,1329.5,0.212021682328294,0.12033184691409138
92821,7fxWA2O6NjFEe7m2ElN6,colours,3,laal,Hindi/Hinglish,3483.5,0.3315994953924247,0.0680872661433502
92821,7fxWA2O6NjFEe7m2ElN6,colours,4,hara,Hindi/Hinglish,771.5,0.33219184494615733,0.11646187796811056
92821,7fxWA2O6NjFEe7m2ElN6,colours,5,peela,Hindi/Hinglish,988.6,0.3324206820244802,0.16096649132137017
92821,7fxWA2O6NjFEe7m2ElN6,colours,6,neela,Hindi/Hinglish,1140.9,0.33382302950965315,0.20934110314613052
92821,7fxWA2O6NjFEe7m2ElN6,colours,7,gulaabi,Hindi/Hinglish,3807.2,0.46179235958297116,0.0680872661433502
92821,7fxWA2O6NjFEe7m2ElN6,colours,8,ferozi,Hindi/Hinglish,2993.2,0.46104627136070353,0.11646187796811056
92821,7fxWA2O6NjFEe7m2ElN6,colours,9,bhagwa,Hindi/Hinglish,1238.4,0.46327169827080844,0.16677144474034142
92821,7fxWA2O6NjFEe7m2ElN6,colours,10,gerua,Hindi/Hinglish,3157.2,0.4654677507870754,0.21321107209211135
